Date,S&P,Long Interest Rate,Real Price,Real Dividend,CAPE,Date Fraction
2006.06,1253.17,5.11,1523.53,28.5,24.75,2006.46
2006.07,1260.24,5.09,1527.61,28.68,24.7,2006.54
2006.08,1287.15,4.88,1557.16,28.89,25.05,2006.62
2006.09,1317.74,4.72,1602.03,29.3,25.64,2006.71
2006.1,1363.38,4.73,1666.55,29.78,26.54,2006.79
2006.11,1388.64,4.6,1699.95,30.14,26.93,2006.87
2006.12,1416.42,4.56,1731.38,30.41,27.28,2006.96
2007.01,1424.16,4.76,1735.55,30.57,27.21,2007.04
2007.02,1444.8,4.72,1751.33,30.65,27.32,2007.12
2007.03,1406.95,4.56,1690.06,30.62,26.23,2007.21
2007.04,1463.64,4.69,1746.81,30.69,26.98,2007.29
2007.05,1511.14,4.75,1792.55,30.77,27.55,2007.37
2007.06,1514.19,5.1,1792.69,30.98,27.42,2007.46
2007.07,1520.71,5,1800.87,31.31,27.41,2007.54
2007.08,1454.62,4.67,1725.77,31.69,26.15,2007.62
2007.09,1497.12,4.52,1771.31,31.92,26.73,2007.71
2007.1,1539.66,4.53,1817.75,32.15,27.32,2007.79
2007.11,1463.39,4.15,1717.5,32.25,25.73,2007.87
2007.12,1479.22,4.1,1737.25,32.57,25.96,2007.96
2008.01,1378.76,3.74,1611.25,32.63,24.02,2008.04
2008.02,1354.87,3.74,1578.75,32.75,23.5,2008.12
2008.03,1316.94,3.51,1521.37,32.69,22.61,2008.21
2008.04,1370.47,3.68,1573.66,32.65,23.36,2008.29
2008.05,1403.22,3.88,1597.81,32.54,23.7,2008.37
2008.06,1341.25,4.1,1512.01,32.37,22.42,2008.46
2008.07,1257.33,4.01,1410,32.25,20.91,2008.54
2008.08,1281.47,3.89,1442.83,32.43,21.4,2008.62
2008.09,1216.95,3.69,1372.09,32.53,20.36,2008.71
2008.1,968.8,3.81,1103.45,32.69,16.39,2008.79
2008.11,883.04,3.53,1025.41,33.15,15.26,2008.87
2008.12,877.56,2.42,1029.7,33.31,15.38,2008.96
2009.01,865.58,2.52,1011.24,32.73,15.17,2009.04
2009.02,805.23,2.87,936.08,32.13,14.12,2009.12
2009.03,757.13,2.82,878.03,31.61,13.32,2009.21
2009.04,848.15,2.93,981.13,30.89,14.98,2009.29
2009.05,902.41,3.29,1040.89,30.16,16,2009.37
2009.06,926.12,3.72,1059.14,29.27,16.38,2009.46
2009.07,935.82,3.56,1071.93,28.67,16.69,2009.54
2009.08,1009.73,3.59,1154.01,27.96,18.09,2009.62
2009.09,1044.55,3.4,1193.05,27.3,18.83,2009.71
2009.1,1067.66,3.39,1218.28,26.7,19.36,2009.79
2009.11,1088.07,3.4,1240.69,26.12,19.81,2009.87
2009.12,1110.38,3.59,1268.36,25.6,20.32,2009.96
2010.01,1123.58,3.73,1279.07,25.32,20.53,2010.04
2010.02,1089.16,3.69,1239.58,25.12,19.92,2010.12
2010.03,1152.05,3.73,1305.79,24.82,21,2010.21
2010.04,1197.32,3.85,1354.75,24.83,21.8,2010.29
2010.05,1125.06,3.42,1272,24.87,20.48,2010.37
2010.06,1083.36,3.2,1226.05,24.94,19.74,2010.46
2010.07,1079.8,3.01,1221.76,25.05,19.67,2010.54
2010.08,1087.28,2.7,1228.53,25.14,19.77,2010.62
2010.09,1122.08,2.65,1267.12,25.24,20.38,2010.71
2010.1,1171.58,2.54,1321.37,25.35,21.24,2010.79
2010.11,1198.89,2.76,1351.6,25.48,21.7,2010.87
2010.12,1241.53,3.29,1397.27,25.58,22.4,2010.96
2011.01,1282.62,3.39,1436.67,25.72,22.98,2011.04
2011.02,1321.12,3.58,1472.54,25.86,23.49,2011.12
2011.03,1304.49,3.41,1439.96,25.86,22.9,2011.21
2011.04,1331.51,3.46,1460.38,26.03,23.14,2011.29
2011.05,1338.31,3.17,1460.97,26.24,23.06,2011.37
2011.06,1287.29,3,1406.78,26.6,22.1,2011.46
2011.07,1325.19,3,1446.91,26.88,22.61,2011.54
2011.08,1185.31,2.3,1290.62,27.11,20.05,2011.62
2011.09,1173.88,1.98,1276.24,27.38,19.7,2011.71
2011.1,1207.22,2.15,1315.2,27.89,20.16,2011.79
2011.11,1226.42,2.01,1337.25,28.36,20.35,2011.87
2011.12,1243.32,1.98,1359.03,28.89,20.52,2011.96
2012.01,1300.58,1.97,1415.39,29.1,21.21,2012.04
2012.02,1352.49,1.97,1465.43,29.3,21.8,2012.12
2012.03,1389.24,2.17,1493.9,29.41,22.05,2012.21
2012.04,1386.43,2.05,1486.39,29.67,21.78,2012.29
2012.05,1341.27,1.8,1439.66,30.05,20.94,2012.37
2012.06,1323.48,1.62,1422.65,30.44,20.55,2012.46
2012.07,1359.78,1.53,1464.06,30.95,21,2012.54
2012.08,1403.45,1.68,1502.71,31.23,21.41,2012.62
2012.09,1443.42,1.72,1538.65,31.54,21.78,2012.71
2012.1,1437.82,1.75,1533.27,32.14,21.58,2012.79
2012.11,1394.51,1.65,1494.17,32.89,20.9,2012.87
2012.12,1422.29,1.72,1528.05,33.57,21.24,2012.96
2013.01,1480.4,1.91,1585.79,33.78,21.9,2013.04
2013.02,1512.31,1.98,1606.81,33.81,22.05,2013.12
2013.03,1550.83,1.96,1643.44,34.03,22.42,2013.21
2013.04,1570.7,1.76,1666.23,34.47,22.6,2013.29
2013.05,1639.84,1.93,1736.48,34.82,23.41,2013.37
2013.06,1618.77,2.3,1710.07,35.15,22.93,2013.46
2013.07,1668.68,2.58,1762.1,35.53,23.49,2013.54
2013.08,1670.09,2.74,1761.47,35.88,23.36,2013.62
2013.09,1687.17,2.81,1777.42,36.24,23.44,2013.71
2013.1,1720.03,2.62,1816.71,36.54,23.83,2013.79
2013.11,1783.54,2.72,1887.65,36.82,24.64,2013.87
2013.12,1807.78,2.9,1913.47,37.04,24.86,2013.96
2014.01,1822.36,2.86,1921.75,37.33,24.86,2014.04
2014.02,1817.04,2.71,1909.08,37.63,24.59,2014.12
2014.03,1863.52,2.72,1945.39,37.82,24.96,2014.21
2014.04,1864.26,2.71,1939.76,38.1,24.79,2014.29
2014.05,1889.77,2.56,1959.46,38.36,24.94,2014.37
2014.06,1947.09,2.6,2015.14,38.69,25.56,2014.46
2014.07,1973.1,2.54,2042.86,39.08,25.82,2014.54
2014.08,1961.53,2.42,2034.28,39.53,25.62,2014.62
2014.09,1993.23,2.53,2065.6,39.89,25.92,2014.71
2014.1,1937.27,2.3,2012.67,40.32,25.16,2014.79
2014.11,2044.57,2.33,2135.67,40.87,26.61,2014.87
2014.12,2054.27,2.21,2158.04,41.43,26.79,2014.96
2015.01,2028.18,1.88,2140.71,42.11,26.49,2015.04
2015.02,2082.2,1.98,2188.22,42.41,27,2015.12
2015.03,2079.99,2.04,2172.97,42.63,26.73,2015.21
2015.04,2094.86,1.94,2184.06,42.87,26.79,2015.29
2015.05,2111.94,2.2,2190.7,42.98,26.81,2015.37
2015.06,2099.29,2.36,2169.98,43.15,26.5,2015.46
2015.07,2094.14,2.32,2164.51,43.41,26.38,2015.54
2015.08,2039.87,2.17,2111.41,43.74,25.69,2015.62
2015.09,1944.41,2.17,2015.74,44.07,24.5,2015.71
2015.1,2024.81,2.07,2100.03,44.39,25.49,2015.79
2015.11,2080.62,2.26,2162.48,44.79,26.23,2015.87
2015.12,2054.08,2.24,2142.21,45.25,25.97,2015.96
2016.01,1918.6,2.09,1997.62,45.35,24.21,2016.04
2016.02,1904.42,1.78,1981.22,45.48,24,2016.12
2016.03,2021.95,1.89,2094.47,45.45,25.37,2016.21
2016.04,2075.54,1.81,2139.84,45.44,25.92,2016.29
2016.05,2065.55,1.81,2120.96,45.45,25.69,2016.37
2016.06,2083.89,1.64,2132.79,45.5,25.84,2016.46
2016.07,2148.9,1.5,2202.89,45.77,26.69,2016.54
2016.08,2170.95,1.56,2223.45,45.92,26.95,2016.62
2016.09,2157.69,1.63,2204.57,46.01,26.73,2016.71
2016.1,2143.02,1.76,2186.85,46.18,26.53,2016.79
2016.11,2164.99,2.14,2212.72,46.48,26.85,2016.87
2016.12,2246.63,2.49,2295.4,46.69,27.87,2016.96
2017.01,2275.12,2.43,2311.04,46.65,28.06,2017.04
2017.02,2329.91,2.42,2359.28,46.74,28.66,2017.12
2017.03,2366.82,2.48,2394.71,46.93,29.09,2017.21
2017.04,2359.31,2.3,2380.05,47.07,28.9,2017.29
2017.05,2395.35,2.3,2414.34,47.31,29.31,2017.37
2017.06,2433.99,2.19,2451.07,47.55,29.75,2017.46
